chr12	51912536	51915224	+	NM_000020.3	SJ	exon 3-4-5-6 skipping	exon skipping	2, 3, 4, 5, 6	NA	NA	NM_000020.3
chr12	51915501	51918984	+	NM_000020.3	SJ	alternate exon 8 skipping (NM_001406494.1 exon 4-5)	alternate exon skipping	7, 8	NA	NA	NM_000020.3
chr12	51454945	52410590	+	NM_000020.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_000020.3
chr12	51919116	51920768	+	NM_000020.3	SJ	cryptic exon 10 acceptor @ +10	cryptic acceptor	9	exon 10	10	NM_000020.3
chr12	51912536	51918984	+	NM_000020.3	SJ	exon 3-4-5-6-7-8 skipping	exon skipping	2, 3, 4, 5, 6, 7, 8	NA	NA	NM_000020.3
chr12	51912536	51913101	+	NM_000020.3	SJ	cryptic exon 3 acceptor @ +3	cryptic acceptor	2	exon 3	3	NM_000020.3
chr12	51913351	51913973	+	NM_000020.3	SJ	exon 4 skipping	exon skipping	3, 4	NA	NA	NM_000020.3
chr12	51914481	51915224	+	NM_000020.3	SJ	cryptic exon 6 donor @ -105	cryptic donor	6	exon 6	-105	NM_000020.3
chr20	50928826	50930825	-	NM_001282531.3	SJ	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001282531.3
chr20	50902110	50930825	-	NM_001282531.3	SJ	exon 2-3-4 skipping	exon skipping	1, 2, 3, 4	NA	NA	NM_001282531.3
chr20	50904002	50928650	-	NM_001282531.3	SJ	alternate exon 3 skipping (NM_015339.5 exon 2-3)	alternate exon skipping	2, 3	NA	NA	NM_001282531.3
chr20	50904850	50928650	-	NM_001282531.3	IR	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_001282531.3
chr20	50902110	50903888	-	NM_001282531.3	IR	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_001282531.3
chr20	50894513	50902016	-	NM_001282531.3	IR	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_001282531.3
chr20	50902110	50903888	-	NM_001282531.3	SJ	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_001282531.3
chr20	50904002	50904765	-	NM_001282531.3	IR	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_001282531.3
chr20	50928826	50930825	-	NM_001282531.3	IR	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001282531.3
chr20	50894513	50901139	-	NM_001282531.3	SJ	cryptic intron 5 donor @ +878	cryptic donor	5	intron 5	878	NM_001282531.3
chr20	50894513	50902016	-	NM_001282531.3	SJ	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_001282531.3
chr20	50904850	50928650	-	NM_001282531.3	SJ	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_001282531.3
chr20	50904002	50930825	-	NM_001282531.3	SJ	alternate exon 2-3 skipping (NM_181442.4 exon 1-2)	alternate exon skipping	1, 2, 3	NA	NA	NM_001282531.3
chr20	50904002	51639342	-	NM_001282531.3	SJ	cryptic intergenic donor @ -734577	cryptic donor	NA	intergenic	-734577	NM_001282531.3
chr20	50904002	50918738	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +9913	exon skipping, cryptic donor	2, 3	intron 2	9913	NM_001282531.3
chr20	50906206	50930825	-	NM_001282531.3	SJ	exon 2 skipping/cryptic intron 2 acceptor @ -1357	exon skipping, cryptic acceptor	1, 2	intron 2	-1357	NM_001282531.3
chr20	50903017	50903888	-	NM_001282531.3	SJ	cryptic intron 4 acceptor @ -908	cryptic acceptor	4	intron 4	-908	NM_001282531.3
chr20	50894513	50930825	-	NM_001282531.3	SJ	exon 2-3-4-5 skipping	exon skipping	1, 2, 3, 4, 5	NA	NA	NM_001282531.3
chr20	50904002	50918660	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +9991	exon skipping, cryptic donor	2, 3	intron 2	9991	NM_001282531.3
chr20	50902110	50928650	-	NM_001282531.3	SJ	exon 3-4 skipping	exon skipping	2, 3, 4	NA	NA	NM_001282531.3
chr20	50918782	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -13933	cryptic acceptor	2	intron 2	-13933	NM_001282531.3
chr20	50898560	50902016	-	NM_001282531.3	SJ	cryptic intron 5 acceptor @ -4048	cryptic acceptor	5	intron 5	-4048	NM_001282531.3
chr20	50904002	50930395	-	NM_001282531.3	SJ	exon 2-3 skipping/cryptic intron 1 donor @ +431	exon skipping, cryptic donor	1, 2, 3	intron 1	431	NM_001282531.3
chr20	50894513	50928650	-	NM_001282531.3	SJ	exon 3-4-5 skipping	exon skipping	2, 3, 4, 5	NA	NA	NM_001282531.3
chr20	50918782	50930825	-	NM_001282531.3	SJ	exon 2 skipping/cryptic intron 2 acceptor @ -13933	exon skipping, cryptic acceptor	1, 2	intron 2	-13933	NM_001282531.3
chr20	50904002	50928117	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +534	exon skipping, cryptic donor	2, 3	intron 2	534	NM_001282531.3
chr20	50904850	50916490	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +12161	cryptic donor	2	intron 2	12161	NM_001282531.3
chr20	50906206	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -1357	cryptic acceptor	2	intron 2	-1357	NM_001282531.3
chr20	50918751	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -13902	cryptic acceptor	2	intron 2	-13902	NM_001282531.3
chr20	50929503	50930825	-	NM_001282531.3	SJ	cryptic intron 1 acceptor @ -678	cryptic acceptor	1	intron 1	-678	NM_001282531.3
chr20	50928826	50929413	-	NM_001282531.3	SJ	cryptic intron 1 donor @ +1413	cryptic donor	1	intron 1	1413	NM_001282531.3
chr20	50904002	50929413	-	NM_001282531.3	SJ	exon 2-3 skipping/cryptic intron 1 donor @ +1413	exon skipping, cryptic donor	1, 2, 3	intron 1	1413	NM_001282531.3
chr20	50904002	50928106	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +545	exon skipping, cryptic donor	2, 3	intron 2	545	NM_001282531.3
chr20	50904002	50904765	-	NM_001282531.3	SJ	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_001282531.3
chr20	50904850	50930825	-	NM_001282531.3	SJ	alternate exon 2 skipping (NM_001347511.2 exon 1-2)	alternate exon skipping	1, 2	NA	NA	NM_001282531.3
chr20	50904850	50918738	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +9913	cryptic donor	2	intron 2	9913	NM_001282531.3
chr20	50904850	50906086	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +22565	cryptic donor	2	intron 2	22565	NM_001282531.3
chr20	50902110	50902884	-	NM_001282531.3	SJ	cryptic intron 4 donor @ +1005	cryptic donor	4	intron 4	1005	NM_001282531.3
chr20	50909564	50930825	-	NM_001282531.3	SJ	exon 2 skipping/cryptic intron 2 acceptor @ -4715	exon skipping, cryptic acceptor	1, 2	intron 2	-4715	NM_001282531.3
chr20	50904002	50909499	-	NM_001282531.3	SJ	alternate exon 3 skipping/intron 2 donor @ +19152 (NM_001282532.2 exon 1-2)	alternate exon skipping, donor	2, 3	intron 2	19152	NM_001282531.3
chr20	50919267	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -14418	cryptic acceptor	2	intron 2	-14418	NM_001282531.3
chr20	50894513	50903888	-	NM_001282531.3	SJ	exon 5 skipping	exon skipping	4, 5	NA	NA	NM_001282531.3
chr20	50901311	50902016	-	NM_001282531.3	SJ	cryptic intron 5 acceptor @ -6799	cryptic acceptor	5	intron 5	-6799	NM_001282531.3
chr20	50904002	50935029	-	NM_001282531.3	SJ	cryptic intergenic donor @ -30264	cryptic donor	NA	intergenic	-30264	NM_001282531.3
chr20	50928853	50930825	-	NM_001282531.3	SJ	cryptic intron 1 acceptor @ -28	cryptic acceptor	1	intron 1	-28	NM_001282531.3
chr20	50904850	50918660	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +9991	cryptic donor	2	intron 2	9991	NM_001282531.3
chr20	50904850	50928106	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +545	cryptic donor	2	intron 2	545	NM_001282531.3
chr20	50902110	50918660	-	NM_001282531.3	SJ	exon 3-4 skipping/cryptic intron 2 donor @ +9991	exon skipping, cryptic donor	2, 3, 4	intron 2	9991	NM_001282531.3
chr20	50913128	51369431	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50904002	50906086	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +22565	exon skipping, cryptic donor	2, 3	intron 2	22565	NM_001282531.3
chr20	50889958	50902016	-	NM_001282531.3	SJ	cryptic exon 6 acceptor @ +4555	cryptic acceptor	5	exon 6	4555	NM_001282531.3
chr20	50904002	50904152	-	NM_001282531.3	SJ	cryptic intron 3 donor @ +614	cryptic donor	3	intron 3	614	NM_001282531.3
chr20	50928170	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -23321	cryptic acceptor	2	intron 2	-23321	NM_001282531.3
chr20	50904002	51573022	-	NM_001282531.3	SJ	cryptic intergenic donor @ -668257	cryptic donor	NA	intergenic	-668257	NM_001282531.3
chr20	50904002	50919128	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +9523	exon skipping, cryptic donor	2, 3	intron 2	9523	NM_001282531.3
chr20	50928743	50930825	-	NM_001282531.3	SJ	cryptic exon 2 acceptor @ +83	cryptic acceptor	1	exon 2	83	NM_001282531.3
chr20	50906018	50947024	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50919267	50930825	-	NM_001282531.3	SJ	exon 2 skipping/cryptic intron 2 acceptor @ -14418	exon skipping, cryptic acceptor	1, 2	intron 2	-14418	NM_001282531.3
chr20	50913128	51441157	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50904002	50916490	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +12161	exon skipping, cryptic donor	2, 3	intron 2	12161	NM_001282531.3
chr20	50904850	50909499	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +19152	cryptic donor	2	intron 2	19152	NM_001282531.3
chr20	50903017	50928650	-	NM_001282531.3	SJ	exon 3-4 skipping/cryptic intron 4 acceptor @ -908	exon skipping, cryptic acceptor	2, 3, 4	intron 4	-908	NM_001282531.3
chr20	50918782	50935029	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50904002	50932129	-	NM_001282531.3	SJ	cryptic intergenic donor @ -27364	cryptic donor	NA	intergenic	-27364	NM_001282531.3
chr20	50904850	50928117	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +534	cryptic donor	2	intron 2	534	NM_001282531.3
chr20	50904850	50904982	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +23669	cryptic donor	2	intron 2	23669	NM_001282531.3
chr20	50902110	50918738	-	NM_001282531.3	SJ	exon 3-4 skipping/cryptic intron 2 donor @ +9913	exon skipping, cryptic donor	2, 3, 4	intron 2	9913	NM_001282531.3
chr20	50910553	51356893	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50909559	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -4710	cryptic acceptor	2	intron 2	-4710	NM_001282531.3
chr20	50904850	50927522	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +1129	cryptic donor	2	intron 2	1129	NM_001282531.3
chr20	50913128	51807561	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50872896	50902016	-	NM_001282531.3	SJ	cryptic intergenic acceptor @ +21617	cryptic acceptor	NA	intergenic	21617	NM_001282531.3
chr20	50872896	50930825	-	NM_001282531.3	SJ	cryptic intergenic acceptor @ +55930	cryptic acceptor	NA	intergenic	55930	NM_001282531.3
chr20	50904002	50909671	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +18980	exon skipping, cryptic donor	2, 3	intron 2	18980	NM_001282531.3
chr20	50905953	51708609	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50639624	51414579	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50671087	51290983	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50773919	51658750	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50907377	51097998	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50876775	51764951	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50904850	50929413	-	NM_001282531.3	SJ	exon 2 skipping/cryptic intron 1 donor @ +1413	exon skipping, cryptic donor	1, 2	intron 1	1413	NM_001282531.3
chr20	50904850	51573022	-	NM_001282531.3	SJ	cryptic intergenic donor @ -644372	cryptic donor	NA	intergenic	-644372	NM_001282531.3
chr20	50912229	51880005	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50899279	51504104	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50904850	50935029	-	NM_001282531.3	SJ	cryptic intergenic donor @ -6379	cryptic donor	NA	intergenic	-6379	NM_001282531.3
chr20	50835359	51740170	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50857214	51307513	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50717168	50909603	*	NM_001282531.3	SJ	unknown event (unknown strand)	unknown	NA	NA	NA	NA
chr20	50913244	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -8395	cryptic acceptor	2	intron 2	-8395	NM_001282531.3
chr20	50839737	51839179	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50910553	51008556	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50928826	50935029	-	NM_001282531.3	SJ	cryptic intergenic donor @ -4204	cryptic donor	NA	intergenic	-4204	NM_001282531.3
chr20	50904002	50906357	-	NM_001282531.3	SJ	exon 3 skipping/cryptic intron 2 donor @ +22294	exon skipping, cryptic donor	2, 3	intron 2	22294	NM_001282531.3
chr20	50902110	50903646	-	NM_001282531.3	SJ	cryptic intron 4 donor @ +243	cryptic donor	4	intron 4	243	NM_001282531.3
chr20	50807996	51364636	-	NM_001282531.3	SJ	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NM_001282531.3
chr20	50908515	50944043	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50911229	50957815	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50912213	50969285	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50909855	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -5006	cryptic acceptor	2	intron 2	-5006	NM_001282531.3
chr20	50928826	50930395	-	NM_001282531.3	SJ	cryptic intron 1 donor @ +431	cryptic donor	1	intron 1	431	NM_001282531.3
chr20	50908580	51765762	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50907387	51677053	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50907387	51743519	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50907919	51764415	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50912213	51448618	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50904850	50929557	-	NM_001282531.3	SJ	exon 2 skipping/cryptic intron 1 donor @ +1269	exon skipping, cryptic donor	1, 2	intron 1	1269	NM_001282531.3
chr20	50894531	50902016	-	NM_001282531.3	SJ	cryptic intron 5 acceptor @ -19	cryptic acceptor	5	intron 5	-19	NM_001282531.3
chr20	50894257	50902066	*	NM_001282531.3	SJ	unknown event (unknown strand)	unknown	NA	NA	NA	NA
chr20	50641338	50927471	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50894635	50907560	-	NM_001282531.3	SJ	unannotated intronic junction	unannotated intron	NA	intronic	NA	NM_001282531.3
chr20	50906173	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -1324	cryptic acceptor	2	intron 2	-1324	NM_001282531.3
chr20	50655878	50927560	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50918639	50977981	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50922917	51458340	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50896100	51297827	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50927560	51853528	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50903959	50918660	-	NM_001282531.3	SJ	unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA	NM_001282531.3
chr20	50914002	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -9153	cryptic acceptor	2	intron 2	-9153	NM_001282531.3
chr20	50904850	50913127	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +15524	cryptic donor	2	intron 2	15524	NM_001282531.3
chr20	50904850	50916730	-	NM_001282531.3	SJ	cryptic intron 2 donor @ +11921	cryptic donor	2	intron 2	11921	NM_001282531.3
chr20	50683680	50928908	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50819836	50917198	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50672843	50925937	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50655872	50927560	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50913159	51007680	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50926073	51401310	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50893298	50971340	-	NM_001282531.3	SJ	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_001282531.3
chr20	50923933	50928650	-	NM_001282531.3	SJ	cryptic intron 2 acceptor @ -19084	cryptic acceptor	2	intron 2	-19084	NM_001282531.3
chr20	50741622	50916339	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50770938	50911868	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50894513	50896812	-	NM_001282531.3	SJ	cryptic intron 5 donor @ +5205	cryptic donor	5	intron 5	5205	NM_001282531.3
chr20	50908580	50960974	-	NM_001282531.3	SJ	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_001282531.3
chr20	50894513	50897522	-	NM_001282531.3	SJ	cryptic intron 5 donor @ +4495	cryptic donor	5	intron 5	4495	NM_001282531.3
chr20	50897662	50902016	-	NM_001282531.3	SJ	cryptic intron 5 acceptor @ -3150	cryptic acceptor	5	intron 5	-3150	NM_001282531.3
chr20	50872896	50903888	-	NM_001282531.3	SJ	cryptic intergenic acceptor @ +29214	cryptic acceptor	NA	intergenic	29214	NM_001282531.3
chr20	50902049	50903888	-	NM_001282531.3	SJ	cryptic exon 5 acceptor @ +61	cryptic acceptor	4	exon 5	61	NM_001282531.3
chr4	73113909	73115820	-	NM_032217.5	IR	canonical exon 23-24 splicing	canonical	23	NA	NA	NM_032217.5
chr4	73125313	73135116	-	NM_032217.5	IR	canonical exon 16-17 splicing	canonical	16	NA	NA	NM_032217.5
chr4	73113909	73115820	-	NM_032217.5	SJ	canonical exon 23-24 splicing	canonical	23	NA	NA	NM_032217.5
chr4	73125313	73135116	-	NM_032217.5	SJ	canonical exon 16-17 splicing	canonical	16	NA	NA	NM_032217.5
chr4	73092301	73094078	-	NM_032217.5	IR	canonical exon 28-29 splicing	canonical	28	NA	NA	NM_032217.5
chr4	73077534	73078641	-	NM_032217.5	IR	canonical exon 31-32 splicing	canonical	31	NA	NA	NM_032217.5
chr4	73146874	73147240	-	NM_032217.5	SJ	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_032217.5
chr4	73092301	73094078	-	NM_032217.5	SJ	canonical exon 28-29 splicing	canonical	28	NA	NA	NM_032217.5
chr4	73077105	73077354	-	NM_032217.5	IR	canonical exon 32-33 splicing	canonical	32	NA	NA	NM_032217.5
chr4	73077105	73077354	-	NM_032217.5	SJ	canonical exon 32-33 splicing	canonical	32	NA	NA	NM_032217.5
chr4	73077534	73078641	-	NM_032217.5	SJ	canonical exon 31-32 splicing	canonical	31	NA	NA	NM_032217.5
chr4	73135266	73141740	-	NM_032217.5	SJ	alternate exon 15 skipping (NM_198889.3 exon 14-15)	alternate exon skipping	14, 15	NA	NA	NM_032217.5
chr4	73146874	73147240	-	NM_032217.5	IR	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_032217.5
chr4	73140284	73141740	-	NM_032217.5	SJ	canonical exon 14-15 splicing	canonical	14	NA	NA	NM_032217.5
chr4	73121760	73124912	-	NM_032217.5	IR	canonical exon 18-19 splicing	canonical	18	NA	NA	NM_032217.5
chr4	73115917	73118687	-	NM_032217.5	IR	canonical exon 22-23 splicing	canonical	22	NA	NA	NM_032217.5
chr4	73144833	73146763	-	NM_032217.5	IR	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_032217.5
chr4	73121760	73124912	-	NM_032217.5	SJ	canonical exon 18-19 splicing	canonical	18	NA	NA	NM_032217.5
chr4	73144833	73146763	-	NM_032217.5	SJ	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_032217.5
chr4	73142768	73144744	-	NM_032217.5	IR	canonical exon 11-12 splicing	canonical	11	NA	NA	NM_032217.5
chr4	73155779	73156018	-	NM_032217.5	IR	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_032217.5
chr4	73113312	73113791	-	NM_032217.5	SJ	cryptic intron 24 acceptor @ -10765	cryptic acceptor	24	intron 24	-10765	NM_032217.5
chr4	73121095	73121616	-	NM_032217.5	IR	canonical exon 19-20 splicing	canonical	19	NA	NA	NM_032217.5
chr4	73161349	73177379	-	NM_032217.5	IR	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_032217.5
chr4	73121095	73121616	-	NM_032217.5	SJ	canonical exon 19-20 splicing	canonical	19	NA	NA	NM_032217.5
chr4	73142768	73144744	-	NM_032217.5	SJ	canonical exon 11-12 splicing	canonical	11	NA	NA	NM_032217.5
chr4	73149051	73151429	-	NM_032217.5	IR	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_032217.5
chr4	73078891	73085248	-	NM_032217.5	IR	canonical exon 30-31 splicing	canonical	30	NA	NA	NM_032217.5
chr4	73155779	73156018	-	NM_032217.5	SJ	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_032217.5
chr4	73078891	73085248	-	NM_032217.5	SJ	canonical exon 30-31 splicing	canonical	30	NA	NA	NM_032217.5
chr4	73120338	73120880	-	NM_032217.5	IR	canonical exon 20-21 splicing	canonical	20	NA	NA	NM_032217.5
